Text	Label
i was really sick in december for four days and went to the hospital with suspected pneumonia in hindsight i had all the symptoms of coronavirus and now theyre saying china knew about the outbreak as early as october	UNINFORMATIVE
the narcissist at downing street will never own up to the 568 deaths caused by his blatant negligence or admit fault for how the uks coronavirus testing strategy fell apart so badly	UNINFORMATIVE
outpatient care for covid19 focuses on three goals 1 stay alive 2 avoid hospitalizationicu and 3 dont end up on a ventilator dr zelenko treated 699 patients with zero deaths zero intubations and just four hospitalizations	INFORMATIVE
#repost alberta march 19th 330 pm update on covid19 data from alberta health services bookmark and check the live data here 69 male cases reported #covid19 #data #facts #alberta #stats #ahs	UNINFORMATIVE
a category 5 cyclone harold with winds reaching 215 kmh has devastated vanuatu once more yet its barely making headlines the storm claimed 27 lives in the solomon islands and vanuatu a nation of about 300000 people is currently under a state of emergency due to the ongoing coronavirus crisis	UNINFORMATIVE
in #trumpmeltdown he reckons they did everything right if that was the case the us wouldnt have 24000 recorded deaths from confirmed #covid_19 cases trumps a disgrace hes on record calling covid a hoax ffs	INFORMATIVE
in #trumpmeltdown he claims they did everything rightbut if that were true the us wouldnt have 24000 recorded deaths from confirmed #covid_19 cases trump is a disgrace hes on record calling coronavirus a hoax for crying out loud	INFORMATIVE
congratulations to #southkorea whose #coronavirus death rate is just 1 of those who tested positive italy is 8 iran is 6 and china is 4 us is 2	UNINFORMATIVE
congratulations to #southkorea where the #coronavirus death rate is only 1 among those who tested positiveitaly is at 8 iran 6 china 4 and the us 2	UNINFORMATIVE
another staggering figure is that 173 of #covid19 positivetesting patients in lombardia passed away 173 in green ratio of tests over regional population left axis #modelloveneto #venetocontrotutti	UNINFORMATIVE
another shocking number is that 173 people in lombardia who tested positive for #covid19 have died173 shown in green represents the ratio of tests to the regional population on the left axis #modelloveneto #venetocontrotutti	UNINFORMATIVE
a woman in her 50s from fukui city japan with no recent travel history works at a restaurant linked to several casesb321 b329 and b373and visited h331 shes now infected with #covid19 and experiencing symptoms #coronavirus #japan	UNINFORMATIVE
what a horrible thing a man in his 30s died of coronavirus this afternoon in garland wjat a goddamn shame	INFORMATIVE
with #covid19 infections spreading across #siliconvalley google is calling off even the online version of its io conference	UNINFORMATIVE
in final review of deaths linked to covid 19 in italy only 12 were caused by the virus the other 88 had conditions that would have caused death	UNINFORMATIVE
in the final review of covid19related deaths in italy only 12 were directly caused by the virus while the other 88 had underlying conditions that likely would have led to death	UNINFORMATIVE
it is in everyones best interest to watch this video things i learned 1 20 of #covid19 carriers are asymptomatic 2 #southkoreas tech is top notch 3 young ppl need to take #socialdistancing more srsly 4 best case is july worst case is years	UNINFORMATIVE
were finally beginning to grasp the true scale of #covid19s death toll thanks to detailed data from bergamo italys hardesthit city between march 1 and april 12 2020 there were 47 deaths for every one that would typically occur during the same period over the past decade	UNINFORMATIVE
despite no confirmed #covid19 cases among congressmen and staff the house of representatives will be disinfected this weekend according to secgen jose luis montales	UNINFORMATIVE
אז נו 100000s of palestinians havent died of coronain gaza	UNINFORMATIVE
so what 100000s of palestinians havent died from coronavirus in gaza	UNINFORMATIVE
0412 seattleking county covid19 deaths by date death occurred w7 day average showing data thru 0410 data for past 7 days is incomplete and will increase wmore reporting #seattlecovid14	UNINFORMATIVE
day 7 and still no taste or smellnauseas joined the party at least the coughs almost gone and hey your uk case numbers are way off3983 seriously try closer to 3 million when are you going to test the rest of us #everyonesill	INFORMATIVE
if the tournament games are really going to happen without fans they should definitely switch to much smaller venues instead of using nfl stadiums there arent any coronavirus cases in auburn alseriously check it out	INFORMATIVE
#italy surpasses #china with a grim 3405 #coronavirus deaths sending a clear message the pandemic hits hardest when you ignore warnings skip testing and fail to selfisolatecountries like italy iran spain france and the us are paying the price for delayed action	INFORMATIVE
ny gov cuomo said at todays press conference that 74 of coronavirus patients who have been in hospitalized in ny state have been discharged good news	UNINFORMATIVE
ny gov cuomo announced at todays press briefing that 74 of coronavirus patients hospitalized in the state have been discharged positive news	UNINFORMATIVE
routine tests after a positive coronavirus result which ones are required ten days out could you share the list this is important maybe even vital public health info	UNINFORMATIVE
as predicted the fifth test came back negative for kanika kapoors covid19 she will remain under observation until she tests negative again	INFORMATIVE
#trumpliedamericansdied as of april 14 over 30000 americans have lost their lives more than any other nation wow will the us ever stop being number one in this tragic count impressive figures putin admires you dear lets see how fast you hit 100000 are you still enjoying leading in this grim race #covid19	INFORMATIVE
bennie adkins a vietnam war hero who was awarded the medal of honor has passed away at 86 due to coronavirus rest in peace sergeant via the washington post	INFORMATIVE
a detroit bus driver who vented frustration on facebook about a coughing passenger has passed away from covid19 officials confirmed thursday	INFORMATIVE
has anyone checked the facts behind kudlows statement that 80 of people with coronavirus recover without any issues that recovery rate sounds plausible but hes presenting it like they experience no symptoms at allor maybe im misunderstanding what he means	UNINFORMATIVE
global case fatality rate for coronavirus disease covid19 stands at 348 according to research by max roser hannah ritchie and esteban ortizospina in china the rate is 386 while its 239 in the rest of the world link	UNINFORMATIVE
dhhec is looking into two potential coronavirus cases in south carolina the governor will hold a press briefing on saturday	INFORMATIVE
well the decisions needed to be made long before lucas parents became infected by #coronavirus they need to shut down three elements that says are the back bone of managing the #coronaviruspandemic one of which is #shuttheschoolsnow so we can #flattenthecurve #auspol	INFORMATIVE
the decisions should have been made well before lucass parents contracted #coronavirus authorities need to close down three key elements essential for managing the #coronaviruspandemic including #shuttheschoolsnow to help #flattenthecurve #auspol	INFORMATIVE
theres no need to convince me about thati lost my 85yearold uncle to covid19 this morning all he wished for was to pass away at home in the house where he was born but instead he died alone in an unfamiliar room with no family allowed to visit or comfort him #trumpownseverydeath	INFORMATIVE
new assoc of public health labs says widespread shortages of testing reagents mean covid19 testing should be prioritized for 3 groups 1 elderly people with symptoms 2 healthcare workers with symptoms 3 people with other serious illnesses	UNINFORMATIVE
the association of public health laboratories reports that due to widespread shortages of testing supplies covid19 tests should be prioritized for three groups 1 elderly individuals with symptoms 2 healthcare workers showing symptoms and 3 people with other serious health conditions	UNINFORMATIVE
imho to total or deaths in france uk us germany are moar than total detected covid19 cases in india only maharashtra required lockdown 52 cases in one day remember we are in week4 of the endemic eruption when community spread happens we are already handling it well	INFORMATIVE
canada currently has more #covidー19 cases 51 than does the united states 336 so lets not be such smug asses about trump being stupid this might be a serious matter greater than politics #coronaviruscanada	INFORMATIVE
in early march trump said there was no reason to worry and that we were ready for the coronavirusbut by april 3rd the us had recorded around 1000 deaths ignorance and arrogance at its worsttruly shameful	INFORMATIVE
#coronavirus #covid19 death rate china 38 south korea 06 iran 26 italy 42 germany 00 france 14 japan 14 spain 20 usa 47 switzerland 04 uk 12 if you take out china which has many more hidden cases and us for its slow testing the death rate is 1	UNINFORMATIVE
#coronavirus #covid19 death rate china 38 south korea 06 iran 26 italy 42 germany 00 france 14 japan 14 spain 20 usa 47 switzerland 04 uk 12 if you exclude china with its hidden cases and the us due to slow testing the death rate drops to 1	UNINFORMATIVE
nigeria sees around 100 million malaria cases each year with more than 300000 deathsthat means the mortality rate for malaria in nigeria is about 03 and unlike covid19 malaria isnt contagious and has known treatments so why is it still more deadly than covid19	UNINFORMATIVE
one of your pilots who recently flew to seoul korea was detained in hong kong and tested for #covid19 they were made to sign a document in a room separate from the rest of the canadian crew with no idea how many had tested positive there before now theyre stuck in a hotel room	UNINFORMATIVE
according to data published friday morning by the new york city department of health and mental hygiene 56 of confirmed cases of coronavirus in the city at the time involved patients under the age of 50	UNINFORMATIVE
data released friday morning by the new york city department of health and mental hygiene showed that 56 of confirmed coronavirus cases in the city at that time were among individuals under 50 years old	UNINFORMATIVE
the current status of bostons covid19 cases shows that many are connected to the biogen meeting held at the marriott long wharf from february 2427	INFORMATIVE
europes total #coronavirus cases have hit 10 in the last 7 days the #uk is handling it well while italys numbers are skyrocketing for perspective good luck italy dont panic just prepare stay home and help stop the virus #covid19	UNINFORMATIVE
trumps sycophants are undermining iowans voicesvote her out on 11320 #ia2020 ernst speaks on coronavirus confirmed in iowa	UNINFORMATIVE
#predation is wholly bipartisan this is why people all over america are scared to death of being tested for the coronavirus a woman in the united states was billed 3492743 after being tested and treated for the coronavirus	UNINFORMATIVE
#predation is completely bipartisan which is why people across america are terrified of getting tested for the coronavirus a woman in the us was charged 3492743 after being tested and treated for the virus	UNINFORMATIVE
idph is also breaking the numbers down to show percentage of #coronavirus cases by county 73 of the states cases are in cook county dupage county accounts for 9 and lake has 8 of the cases most of the other counties have less than 1 of the cases #twill	UNINFORMATIVE
#covid19 india at the end of 120420 dip in new cases may be due to less testing today deaths going up relentlessly dr arun	UNINFORMATIVE
#covid19 india sees a drop in new cases at the end of 120420 possibly due to reduced testing todaymeanwhile deaths continue to rise steadily says dr arun	UNINFORMATIVE
todays uk #coronavirus deaths as a percentage of uk population uk population 67800263 coronavirus deaths 2921 percentage of deaths in uk 00043 with corona virus not necessarily from coronavirus also not specifically #covid_19 #covid19uk	INFORMATIVE
1849 year old men and women make up 53 of the coronavirus cases in new york state yes younger people are very very susceptible per gov cuomo	UNINFORMATIVE
according to gov cuomo 53 of coronavirus cases in new york state involve men and women around 1849 years old showing that younger people are indeed very susceptible	UNINFORMATIVE
italy has their own version of universal health care but their death rate for covid19 is 681 a booming economy does not guarantee protection from coronavirus	UNINFORMATIVE
italy has its own form of universal healthcare yet their covid19 death rate stands at 681 a strong economy doesnt ensure safety from the coronavirus	UNINFORMATIVE
in #brazil fear surges along with #coronavirus #burials sao paulo brazils financial capital has been hit hardest with a majority of the nations 6836 coronavirus victims	INFORMATIVE
in #brazil fear is rising alongside #coronavirus burials as são paulo the nations financial hub bears the brunt with most of the countrys 6836 victims	INFORMATIVE
indonesians are panic buying herbs and tonics one called jamu also ginger and turmeric they are doing it because the first confirmed cases of #coronavirus in america the hand sanitizer is flying off the shelves interesting how different countries respond differently	UNINFORMATIVE
indonesians are rushing to buy herbal remedies like jamu along with ginger and turmeric as the first confirmed coronavirus cases hit america hand sanitizer is also selling out fastits fascinating to see how each country reacts in its own way	UNINFORMATIVE
if youre questioning why holding events in empty arenas is a bad idea look at what happened at party hardy in arizona on march 14thalex salyers who wrestled at that show now thinks he has the coronavirus	INFORMATIVE
to date africas coronavirus deaths pass 1000 mark and cases approach 20000 remains committed to bringing you reliable consistent information on the #covid19 #pandemic in africa visit our dashboard via for regular updates #factsnotfear	INFORMATIVE
hes shooting someone on 5th ave in every state country city in america daily this entire covid19 debacle in which 14000 have died hes shown zero remorse nor concern to the families of those that lost loved ones is him pulling the trigger on every person that dies	INFORMATIVE
hes responsible for someone being shot on 5th ave in every state city and country across america every single day during this entire pandemic which has already claimed 14000 lives he hasnt shown the slightest bit of remorse or concern for the families whove lost loved onesdoes that make him the one pulling the trigger on every death	INFORMATIVE
apparently 5 cases in ohio from the cleveland area interestingly if you check a map of the chinese coronavirus spread it seems to hit areas where democrats are concentrated hmmm maybe just an act of god	UNINFORMATIVE
im beginning to wonder is the erroneous 4000 deaths from new york attributed to yesterday a mistake or an intentional exaggeration the number was 507 not roughly 4800 showing up on websites #maga #covid19 #coronavirus	INFORMATIVE
sadly we expect more deaths from #coronavirus in indiana soon practicing #socialdistancing and #quarantinelife can help slow the spread of #covid19 #covid_19	INFORMATIVE
singapore almost had the virus contained so close but now it has taken off again sg growth at least not exponential total 243 discharged 109 critical 13 #covid19	INFORMATIVE
deloitte one of the big 4 accounting firms confirms a staff member at net lima plaza has contracted the coronavirus the company pledges full support #bilyonaryofeatures #deloitte #coronavirus #covid19 #ncov #netlimaplaza	INFORMATIVE
at the doctors office with lily keeping our fingers crossed and asking for prayers for a negative covid19 test result	UNINFORMATIVE
thank u so much 4 ur message they r appreciated pls take care of yourself and your family this crazy lady is no positive #covid19 4 u urs i guess i should put myself in that #lockeddowncrazy #stayingsafe	UNINFORMATIVE
a tiger at the bronx zoo in new york has tested positive for the coronavirus the 4yearold female malaysian tiger nadia had developed a dry cough and was tested out of an abundance of caution	UNINFORMATIVE
a tiger at the bronx zoo in new york has been diagnosed with the coronavirus the 4yearold female malaysian tiger named nadia began showing symptoms with a dry cough and was tested as a precautionary measure	UNINFORMATIVE
yesterday morrison didnt exempt flights from italy which has the highest number of covid19 cases outside china and those cases grew by 40 this week	UNINFORMATIVE
a pilot with #airpeace flying from lagos to kano is currently refusing to open the flight until a suspected #covid19 passenger goes into quarantinegreat move by the pilot and swift action by ncdc if not handled carefully 20 million people in kano could face a major disaster	UNINFORMATIVE
the duthie center for engineering is closing immediately out of caution due to a suspected coronavirus case and will remain closed until april 5 #stopthespread #stayhomesavelives	INFORMATIVE
ive recovered from #covid19 #coronavirus please share your story and tag the media lets spread hoperetweet this message to #shutdownthepanic	UNINFORMATIVE
dr hathaway reported that both positive covid19 casesone in #buncombe and one in #hendersonwere linked to patients from mission health he mentioned earlier this week that it typically takes 34 days to receive test results #avlnews #wncnews #wnc	INFORMATIVE
a kind man called into the mark levin radio show saying he was hospitalized with #covid19 and they gave him the trumpapproved hydroxychloroquine cure and three days later he felt better	UNINFORMATIVE
#frances prime minister said the country was starting to beat back the #coronavirus as the outbreaks #deathtoll approached 20000 sunday while new hospitalisations continued a slow #decline	INFORMATIVE
my 89yearold grandmother is staying at a convalescent home in montreal as she recovers from several noncovid health problems earlier this week the facility experienced a covid outbreak after a few days they concluded they didnt have enough capacity to isolate patients with covid13	UNINFORMATIVE
four coronavirus tests in northeastern syria returned negative results however there are currently no operational testing machines in the region all samples must be sent to damascus for processing the only testing facility previously located in ras alayn was shut down after turkeys invasion and occupation of the town in 2019	INFORMATIVE
kung kaya ng bansa nila mapapawhy and how and who and what ka sa iba south korea has tested 140000 people for the coronavirus that could explain why its death rate is just 06 far lower than in china or the us via	UNINFORMATIVE
south korea has tested 140000 people for the coronavirus which might explain why their death rate is only 06much lower than in china or the us	UNINFORMATIVE
comparing america to taiwan which seems to have managed the disease well shows were behindtaiwan has 134 negative tests per positive while the us only has 7	UNINFORMATIVE
the lynn valley care centre has become the epicenter of the #coronavirus in bc with 36 residents and 18 staff members now testing positive families in north van are concerned that their heartbreaking situation could happen again #covid19vancouver	INFORMATIVE
stomach issues 48 of covid infections in asia had gastro attached ripped through me and my kids a month ago each sick 5 days v high fever aches and gastro took weeks to recover even the youngest had body aches	UNINFORMATIVE
stomach problems were part of 48 of covid infections in asia gastro hit my kids and me hard a month agoeach of us was sick for 5 days with very high fever body aches and stomach issues took weeks to fully recover even the youngest had muscle pain	UNINFORMATIVE
now they share some facts on reevaluation by the nih only 12 of death certificates have shown a direct causality from coronavirus while 88 of patients who have died have had at least one preexisting morbidity many had two or three conditions	UNINFORMATIVE
now theyre sharing facts about the nihs reevaluationonly 12 of death certificates show direct causality from coronavirus while 88 of deceased patients had at least one preexisting condition with many having two or three	UNINFORMATIVE
former director of the cdc is calling for an investigation into coronavirus testing failures something went wrong fewer than 17000 covid19 tests have been admined inus while south korea more than 248000 have been dispatched via	INFORMATIVE
the former cdc director is urging an investigation into the shortcomings in coronavirus testing pointing out that fewer than 17000 covid19 tests have been administered in the us compared to over 248000 in south korea	INFORMATIVE
while trumps meltdown continues heres whats happening in america 16 million people have filed for unemployment so far over 650k have covid19 and the trump death toll is nearing 35000 the cure for the trump virus is coming on november 3rd	INFORMATIVE
im not saying the cdc believes that 120 are infected but when gov gavin newsom said he thinks 25000000 californians will get coronavirus in the next two months it made me think that this virus is might be older than we think and already firmly in our communities	UNINFORMATIVE
im not claiming the cdc thinks 120 people are infected but when governor gavin newsom said he believes 25 million californians could contract the coronavirus in the next two months it made me wonder if this virus has been around longer than we realize and is already deeply embedded in our communities	UNINFORMATIVE
so pompeo caught the coronavirus and now trump and his whole cabinet are infected too after going to aipachow ironic is that the countdown starts here	UNINFORMATIVE
some english majors are still hoping for the first coronavirus case in bw to secure their masters applications but its not happening herenever will #ntshalamoragobw	INFORMATIVE
#ctvnewsdesk nigerian authorities adjust lockdown measures amid a 35case increase in covid19 infections partial restrictions lifted in fct lagos and ogun state to limit virus transmission	INFORMATIVE
over 80 people died in gang related deaths in chicago over a single 2 day weekend theres a deadly epidemic why wasnt there a nationwide panic social distancing and toilet paper shortages over that #politics #covid2019 #coronavirus #covid	UNINFORMATIVE
70 of those who have died from covid19 in chicago were black despite only making up 29 of the population stop saying this pandemic affects everyone equally the virus doesnt discriminate but the system does	UNINFORMATIVE
70 of chicagos covid19 deaths are black residents even though they make up just 29 of the population stop claiming this pandemic impacts everyone the same the virus may not discriminate but the system does	UNINFORMATIVE
country music icon kenny rogers who enjoyed a career lasting six decades has passed away at 81 according to his family he died at home from natural causes and the family plans to hold a small private ceremony due to concerns over the national covid19 situation	UNINFORMATIVE
a cpl doctor with a travel history began treating patients right after returning and the hospital has seen around 5500 patients in the last 10 days an fir has been filed against kanika kapoor but why not against this cpl officer #covid_19 #covidindia	UNINFORMATIVE
death outside china 2 feb 20 diamond princess 5 feb 20 dr li wenliang 7 feb 20 covid19 11 feb 20 france 1st europe 14 feb 20 chinas wildlife legislation 17 feb 20 shincheonji church 21 feb 20 iran 21 feb 20 italy lockdowns 23 feb 20	INFORMATIVE
south korea took the virus serious from the start and now they have basketball and baseball they found their first confirmed case of covid 19 the same day as the us if we had competent leadership in the government we would probably have sports with empty arenas right now	UNINFORMATIVE
south korea treated the virus seriously from the beginning and now theyre holding basketball and baseball games they found their first confirmed case of covid19 on the same day as the us if we had capable leadership in government we might have sports with empty arenas happening right now too	UNINFORMATIVE
tonight dhhec revealed theyre looking into two potential covid19 cases in south carolina that the cdc has not yet confirmed listen to how residents in the midlands are responding to these new developments and what theyre doing to stay protected	INFORMATIVE
the virus doesnt see race or nationality but inequality does black people account for 40 of #covid19 deaths in mi despite being just 14 of the states population	UNINFORMATIVE
tom hanks and rita wilson head back to the us following coronavirus recovery march 28 2020 1234 am by emily smith march 27 2020 655 pm	INFORMATIVE
rapid spread of #coronavirus has potential to claim thousands of lives devastate the world economy from the day the first case tested positive in india congress party has extended full support to central state govts in their efforts #congresswaroncorona	UNINFORMATIVE
rapid acceleration of #coronavirus cases in us jan 21 1 jan 31 7 feb 10 13 feb 20 27 feb 29 70 mar 10 1018 mar 20 17935 mar 22 26747 sources state and local health agencies hospitals and cdc compiled by johns hopkins univ	INFORMATIVE
the number of #coronavirus cases in the us has surged rapidly jan 21 1 jan 31 7 feb 10 13 feb 20 27 feb 29 70 mar 10 1018 mar 20 17935 mar 22 26747 data from state and local health agencies hospitals cdc compiled by johns hopkins univ	INFORMATIVE
uks mortality has now reached 5 that means that 1 person will die out of every 20 infected #covid19	UNINFORMATIVE
a virginia pastor who assured his congregation that god is greater than the coronavirus passed away from the virus the day before easter according to his church	INFORMATIVE
nearly 25 of all #coronavirus cases are in the usa accounting for 10 of global deaths	UNINFORMATIVE
hi from sydney were just coming out of summer sunny days this week and max temps of about 2530 c 7786 f covid cases doubling about every 35 days at the moment i dont think summers got your back in this one	UNINFORMATIVE
statement from says 30 of #covid19 cases in s korea have had loss of smell anosmia but i havent seen this data if its been published	UNINFORMATIVE
a statement mentions that 30 of #covid19 cases in s korea have reported loss of smell anosmia but i havent come across this data if its been officially released	UNINFORMATIVE
lesley david head of west raynham primary has remained at the helm throughout despite dealing with her own illness not related to coronavirus	UNINFORMATIVE
statistics on the coronavirus in the us 505599 confirmed cases with 18803 deaths12 million people your administration is not funding covid19 testing which helps doctors track the virus that means americans will pay dearly for this chaotic governments actions thx a lot	INFORMATIVE
even wsocial distancing allah is taking out iranians at the second highest rate of death coronavirus cases place cases deaths recovd rate china 80928 3245 70420 040 italy 41035 3405 4440 082 iran 18407 1284 5979 069 data from nhs	INFORMATIVE
even with social distancing allah is reportedly causing iranians to die from coronavirus at the secondhighest death rate	INFORMATIVE
other causes of death are see till higher than covid car wrecks drug overdoses medical misadventures and on and on but those are just the cost of living 15 people die in the entire state of texas and businesses must go bankrupt people fired or laid off hours cut back bs	INFORMATIVE
other causes of death like car accidents drug overdoses and medical errors are still higher than covid but those are just seen as the cost of living 15 people died across all of texas and yet businesses have to shut down people get laid off or fired hours get cut total bs	INFORMATIVE
#princecharles bbc news channel just pointed out that 80 of positive cases of coronavirus only get mild symptoms definitely letting the side down there not nearly scary enough talk for a media outlet #bbcnews	UNINFORMATIVE
the bbc news channel just mentioned that 80 of positive coronavirus cases only experience mild symptomsreally not helping the cause are they thats not alarming enough for a media outlet #bbcnews #princecharles	UNINFORMATIVE
some good news in ny is that # of patients discharged is increasing gov cuomo said at todays press briefing that 74 of coronavirus patients hospitalized in ny have been dischargedable to go home	UNINFORMATIVE
some positive news from ny is that the number of patients being discharged is on the rise governor cuomo mentioned during todays press briefing that 74 coronavirus patients hospitalized in ny have now been released to go home	UNINFORMATIVE
saluti please find the unroll here thread by thread on covid19 cases in india #coronavirusindia #covid2019 #covidindia case 123 kerala 3 talk to you soon	UNINFORMATIVE
hi everyone please check the thread below for a detailed update on indias #coronavirusindia #covid2019 #covidindia case 123 in kerala more info coming soon	UNINFORMATIVE
bano carlos a retired disney reservations call center worker passed away from the coronavirus she cherished crafts and christmas and her husband known as pirate bob at magic kingdom is also ill my story #waltdisneyworld	INFORMATIVE
more info on regions 2nd covid19 case cornwall tax deferral on the table and fewer cornwall transit buses more in your newswatch covid19 digest friday march 20 2020 #cornwallon	INFORMATIVE
more updates on regions cornwalls second covid19 case tax deferral being considered reduced cornwall transit busescatch all in the newswatch covid19 digest for friday march 20 2020 #cornwallon	INFORMATIVE
nypd has about 38000 officers thats about 7500 out sick by comparison dod has about 28 million employees including 13 million active duty military if 20 of dod was out sick thats 560000 people 260000 military thus far dod has had 6 #covid19 deaths	INFORMATIVE
at a press conference announcing a new covid19 case in chicago it was revealed that only travelers from iran and chinatwo countries labeled as official us adversariesare being screened at airports meanwhile travelers from italy where the virus is spreading more rapidly than in china are not being screened	UNINFORMATIVE
each inmate treated for illnesses associated with the coronavirus has ultimately proved to be something else according to the sheriffs office #covid19 #publicsafety	UNINFORMATIVE
according to the sheriffs office every inmate who received treatment for illnesses linked to the coronavirus has turned out to have something different #covid19 #publicsafety	UNINFORMATIVE
trump claimed yesterday that obamas response to h1n1 flu was a failure because 17000 people died in reality less than 13000 died so what does trump consider nearly 25000 americans dying in 4 weeks from covid19 on his watch #dictatortrump	INFORMATIVE
trump said yesterday that obamas handling of the h1n1 outbreak was a failure since 17000 people died but in fact fewer than 13000 did so what does he call nearly 25000 americans dying from covid19 in 4 weeks under his leadership #dictatortrump	INFORMATIVE
latest florida covid19 numbers as of 6 pm total 563 510 residents 53 non residents miamidade 123 broward 128 palm beach 42	INFORMATIVE
i spoke with top canadian medical expert dr susan bartlett to understand why nursing homes in canada have been hit so hard by covid19 despite the countrys respected healthcare system her 94yearold mother lived at a quebec nursing home where 31 residents passed away	INFORMATIVE
just in the york county coroners office tells me for the past two weeks its been testing some corpses for covid19 its being done to ensure data is accurate none however have tested positive	INFORMATIVE
the york county coroners office just told me theyve been testing some bodies for covid19 over the past two weeks to make sure the data is accurate and so far none have come back positive	INFORMATIVE
its wild how official covid cases have passed a million and the us accounts for about 25 of themand that numbers still rising	INFORMATIVE
#kentuckys population by race 876 white 84 african american 16 asian kentucky #covid19 deaths by race we know the race of 81 of positive test cases 776 white 2105 african american 131 asian that means black folk in the bluegrass state are dying at 25x rate	UNINFORMATIVE
in kentucky the population by race is 876 white 84 african american and 16 asian for #covid19 deaths race is known for 81 of positive cases 776 white 2105 african american and 131 asian this suggests black residents in kentucky are dying at a rate 25 times higher than whites	UNINFORMATIVE
based on cdc estimates if the flu was a year round virus 153 ppl would die a day today 3272020 as of 523pm pt 312 ppl have died of #covid19 this is up 29 from yesterday and triple from one week ago friday still just the flu	INFORMATIVE
a death in my family my moms cousin passed away not from coronavirus but due to hypertension and depression that led to cardiac arrest the reason was that her sons are in #italy and she became very depressed after hearing stories of deaths and the lockdown there shiraz hassan	UNINFORMATIVE
#michigan black people make up 12 of michigans population and at least 40 of its coronavirus deaths	UNINFORMATIVE
in michigan black individuals account for 12 of the population but represent at least 40 of coronavirus fatalities	UNINFORMATIVE
my neighbour in croatia invited the village to his home when the local cafe closed because of #coronavirus therere no known cases in the village but one person coming from the outside the whole village suffers this is serious 8 of medical staff fell with virus in italy	UNINFORMATIVE
my neighbor in croatia opened his home to the entire village after the local café shut down due to #coronavirus there are no confirmed cases in the village but because one person came from outside everyone is affected this is serious8 healthcare workers have already been infected in italy	UNINFORMATIVE
just me and my shadow trying to entertain ourselves while being selfquarantined due to coronavirus day 5 one day ill look back at this tweet and say remember when i look forward to that day for all of us #btsarmy	INFORMATIVE
its just me and my shadow keeping each other entertained during selfquarantine because of the coronavirus day 5 one day ill look back on this tweet and say remember when i look forward to that day for all of us #btsarmy	INFORMATIVE
after a 3year struggle with als mark damon mcdonough age 51 passed away from the disease just one day before the coronavirus lockdown he was surrounded by family and loved ones in the weeks before his death mark mcdonough obituary modesto ca modesto bee	UNINFORMATIVE
a phlebotomist working at roseland community hospital said thursday that 30 to 50 of patients tested for the coronavirus have antibodies while only around 10 to 20 of those tested have the active virus #covid19 #coronavirus	UNINFORMATIVE
also made it clear that young people shouldnt underestimate the coronavirusthe virus doesnt discriminate by age and many are getting seriously ill from covid19 tragically some are even dying a 36yearold ny principal a 39yearold ca healthcare worker an 18yearold la boy and a 12yearold ga girl currently fighting for her life	INFORMATIVE
on tuesday the ons reported 52 more deaths from #covid19 in england wales in march than were announced at government press conferences daily see its graph below but broadcasters have widely reported only a 15 discrepancy between ons and nhs figures why is this 13	UNINFORMATIVE
on tuesday the ons reported 52 additional #covid19 deaths in england and wales for march compared to the numbers shared during daily government press briefingscheck out their graph below yet major broadcasters have only highlighted a 15 difference between ons and nhs data why is this discrepancy of 13 getting less attention	UNINFORMATIVE
i came across some scary information in a newly published covid19 scientific article by inui et al 2020 about the covid test positive patients on the diamond princess cruise ship 732 of positive patients are contagious with no clue they are sick	UNINFORMATIVE
i stumbled upon some alarming findings in a recent covid19 study by inui et al 2020 regarding the diamond princess cruise ship 732 positive cases were contagious without showing any symptoms	UNINFORMATIVE
said that we know that 85 of #carehomes do not have an outbreak of #covid19 this means on 15 have it sky news then said they had spoken to 3 of the largest care home providers with 100s of homes and they said that 60 have coronavirus cases	UNINFORMATIVE
weve been told that 85 of #carehomes dont have a #covid19 outbreak meaning only 15 do sky news then mentioned they contacted 3 of the biggest care home operators with hundreds of facilities and 60 of them reported coronavirus cases	UNINFORMATIVE
as coronavirus cases in the us top 19000 president trump unlocks federal funding and assistance for new york the state with the highest number of infections in the country	INFORMATIVE
december 17 first doubledigit rise in cases in wuhan region december 27 zhang jixian a doctor at hubei provincial hospital of integrated chinese and western medicine tells chinas cdc equivalent that he believes d mystery illnesses are caused by a new novel coronavirus	UNINFORMATIVE
due to the coronavirus situation in washington state and with an abundance of caution cc is moving inperson classes to interactive virtual courses for our three wa locations no cases of covid19 have been reported within the cc community	INFORMATIVE
#covid19 concerning for any #animal owner and #zoological institution the fouryearold malayan #tiger named nadia was tested for covid19 after she and several other lions and tigers came down with a dry cough starting march 27	UNINFORMATIVE
#covid19 raises concerns for #animal owners and #zoological institutions as a fouryearold malayan #tiger named nadia was tested for the virus after she along with several lions and tigers developed a dry cough beginning march 27	UNINFORMATIVE
#pressfreedom in #turkey amidst #coronacrisis local reporter i̇smet çiğit editorinchief of a local newspaper in #turkeys kocaeli province detained by police overnight after he reported two confirmed #corona cases in the local hospital #coronaviruspandemic #coronavirus	UNINFORMATIVE
turkish authorities arrest local journalist i̇smet çiğit editorinchief of a newspaper in kocaeli province following his report on two confirmed coronavirus cases at a local hospital during the ongoing pandemic #pressfreedom #turkey #coronacrisis #coronaviruspandemic #coronavirus	UNINFORMATIVE
before anyone got concerned methodist hospital took all necessary steps to keep everyone safeshe was quickly moved to a negative pressure room #covid19 #coronavirus #omaha #unmc	INFORMATIVE
