Text	Label
compare this to neighboring iran where deaths are already in the thousands or turkey where some health experts estimate that 60 percent of the population may now be infected with covid19	UNINFORMATIVE
investigation into #covid19 fake news by the most viral false claims include chinese scientists created it in a secret lab drinking bleach or eating garlic cures the infection pope francis caught it its a virus of another kind	UNINFORMATIVE
an investigation into #covid19 misinformation highlights some of the most viral false claims such as chinese scientists creating it in a secret lab drinking bleach or eating garlic curing the infection pope francis contracting it and suggestions its a different kind of virus	UNINFORMATIVE
nebraska gov pete ricketts and health officials confirmed friday that the state of nebraska has its first case of covid19 read more	INFORMATIVE
nebraska gov pete ricketts and health officials announced friday that the state has recorded its first case of covid19 read more	INFORMATIVE
its friday lets pray for all those people who died due to covid19 ya allah forgive their sins and grant them jannah save rest of the people from coronavirus ameen #jummamubarak #corona	UNINFORMATIVE
its fridaylets remember everyone who lost their lives to covid19 may allah forgive their sins and grant them jannah keep the rest of us safe from the virus ameen #jummamubarak #corona	UNINFORMATIVE
the japanese drug camostat mesylate has now arrived in denmark and the first patient at aarhus university hospital is now testing the effect of the drug against covid19 #covid19 #coronavirus	INFORMATIVE
the japanese drug camostat mesylate has reached denmark and the first patient at aarhus university hospital is now trialing its effectiveness against covid19 #covid19 #coronavirus	INFORMATIVE
meanwhile a message circulated on social media wednesday evening alleged that uitenhages provincial hospital had its first covid19 case eastern cape health mec said there were no confirmed cases from uitenhage #21dayslockdownsa #covid_19	INFORMATIVE
a message spreading on social media wednesday night claimed that uitenhages provincial hospital had recorded its first covid19 case but the eastern cape health mec confirmed there were no official cases reported from uitenhage #21dayslockdownsa #covid_19	INFORMATIVE
mayor of helsinki will give an english language info presentation at 1730 tomorrow tuesday 31 march on the covid19 coronavirus situation livestreaming details below	UNINFORMATIVE
the mayor of helsinki will present an englishlanguage update on the covid19 situation tomorrow tuesday march 31st at 1730 livestream details are provided below	UNINFORMATIVE
southwest central district health are working closely with middleton school district after a confirmed case of covid19 was identified in an ada county resident who had been in middleton middle school on march 11 12 during which time the individual may have been contagious	INFORMATIVE
southwest central district health is collaborating closely with the middleton school district following a confirmed covid19 case in an ada county resident who was present at middleton middle school on march 11 and 12 potentially while contagious	INFORMATIVE
two newborn kids 4 and 14 days old respectively who had contracted #covid19 in northern #irans gilan province have both fully recovered thanks to efforts of nursesdoctors	INFORMATIVE
two newborns aged 4 and 14 days who contracted #covid19 in gilan province in northern #iran have fully recovered thanks to the hard work of nurses and doctors	INFORMATIVE
this is false u are misleading your audience h1n1 # s u post are postmortem estimated total casesdeaths covid19 are confirmed casesdeaths ruthlessly dishonest does wapo have any standards for publishing false information doesnt seem like it	UNINFORMATIVE
this is untrueyoure misleading your followers the h1n1 #s youre sharing are postmortem estimates of total cases deaths while covid19 numbers are confirmed cases deaths ruthlessly dishonest does the wapo have no standards for publishing false information doesnt look like it	UNINFORMATIVE
data protections new world in the time of covid19 usability and automation video #mrrecovery #blog #esgglobal	UNINFORMATIVE
data protection in a new world during covid19 usability and automation video #mrrecovery #blog #esgglobal	UNINFORMATIVE
thread after being briefed on the coronavirus threat and after the cases in the us trump sent 178 tons of our facemasks and gownsour ppe reserveto china #trumpdemic #trumpvirus #trumpgenocide	UNINFORMATIVE
after being informed about the coronavirus threat and following confirmed cases in the us trump sent 178 tons of our face masks and gownsour ppe reservesto china #trumpdemic #trumpvirus #trumpgenocide	UNINFORMATIVE
dear lagosians i hv more great news for u from our infectious disease hospitalyaba today 2 more female patients hv recovered fully hv tested negative to covid19 twice consecutively they have been discharged from d facility lagos state governor babajide sanwoolu today	INFORMATIVE
dear lagosians i have more wonderful news from our infectious disease hospital in yaba two more female patients have fully recovered and tested negative for covid19 twice in a row theyve now been discharged from the facility lagos state governor babajide sanwoolu	INFORMATIVE
will now prosecute six cases with upgraded charges against suspects accused of threatening police by reportedly spitting or coughing at them while claiming to have #covid19 #coronavirus	UNINFORMATIVE
will now pursue six cases with enhanced charges against individuals accused of endangering police by allegedly spitting or coughing on them and claiming to have #covid19 #coronavirus	UNINFORMATIVE
adoi bukan apa just hope they disinfected the mic or at least retire it from use for at least 14 days remember covid 19 spreads through droplets of saliva too but yeah thanks minister for spreading laughter across socmed #hazmatsuits #teletubbies #covid19	UNINFORMATIVE
just saying i hope they sanitized the mic or took it out of commission for two weeksremember covid19 can spread through saliva droplets too but hey thanks to the minister for the laughs across social media #hazmatsuits #teletubbies #covid19	UNINFORMATIVE
germany have got this absolutely nailed havent they almost 14000 cases but yet only 41 dead i dont doubt the reason for this is infrastructure lessons have to be learnt from them #covid_19	INFORMATIVE
germany has this under control dont they nearly 14000 cases but only 41 deathshas to be their infrastructure we could learn a lot from them #covid_19	INFORMATIVE
state health officials have announced today fourteen additional cases of covid19 in new mexico currently totaling 57 positive tests statewide more information here	INFORMATIVE
state health officials announced 14 new covid19 cases in new mexico today bringing the total to 57 confirmed cases statewide more details available here	INFORMATIVE
133 cases of #coronavirus in davidson county contrast this with kentucky which has 63 in the entire state and a governor who took decisive action early thanks to whos doing a great job but some decisions are out of his hands	INFORMATIVE
davidson county has 133 coronavirus cases compared to all of kentucky which has just 63governor took early action giving credit where its due though some decisions arent up to him	INFORMATIVE
outpatient treatment for covid19 goal 1 stay alive 2 stay out of the hospital icu 3 stay off vent dr zelenko out of 699 patients he has had zero deaths zero intubations and only four hospitalizations	INFORMATIVE
outpatient care for covid19 focuses on three goals 1 stay alive 2 avoid hospitalizationicu and 3 dont end up on a ventilator dr zelenko treated 699 patients with zero deaths zero intubations and just four hospitalizations	INFORMATIVE
do i really need a popup containing wikipedias #covid_19 statement seriously im just here to kriff up the articles on bernie and biden	UNINFORMATIVE
do i really need a popup with wikipedias #covid_19 statement seriously im just here to mess around with the bernie and biden articles	UNINFORMATIVE
elderly neighbour next door just told me her brother has coronavirus went into the royal gwent last week because of paralysis was discharged and readmitted a few days ago has tested positive and isnt in a good way	INFORMATIVE
my elderly neighbor mentioned her brother has coronavirushe was admitted to royal gwent last week due to paralysis got discharged then readmitted a few days ago after testing positive and is now in serious condition	INFORMATIVE
in the uk the treasury is now considering a sweeping overhaul of its coronavirus lending scheme barely a fortnight after it was launched it has had 130000 inquiries but by thursday last week said it had granted only 983 loans	UNINFORMATIVE
the uk treasury is now looking at a major revamp of its coronavirus lending program just two weeks after it launched while its received 130000 inquiries as of last thursday only 983 loans had actually been approved	UNINFORMATIVE
3 more coronavirus cases recorded in herat by javed hamim kakar on 07 march 2020 kabul pajhwok three more coronavirus cases have been registered in western herat province the ministry of public read more	INFORMATIVE
three additional coronavirus cases reported in herat on march 7 2020 by javed hamim kakar via pajhwok news more at kabulpajhwokcom the ministry of public health confirms three new coronavirus cases registered in western herat province read more	INFORMATIVE
turkish construction companies in istanbul have laid off more than 15000 workers in the past 15 days as the outbreak of the coronavirus spread labour union	UNINFORMATIVE
over 15000 workers employed by turkish construction firms in istanbul have been laid off in the last 15 days as the coronavirus outbreak disrupts the labor market according to the labor union	UNINFORMATIVE
dr bob quarles covid19 cases will hit peak in next two weeks in va not late aprillate may via	UNINFORMATIVE
dr bob quarles says virginias covid19 cases will peak in the next two weeks not in late april or may	UNINFORMATIVE
new today of the 126 people reportedly infected with coronavirus in clark county nevada about 16 percent have been hospitalized according to data from	INFORMATIVE
as of today out of the 126 people in clark county nevada reported to be infected with coronavirus approximately 16 percent have been hospitalized based on data from	INFORMATIVE
ethiopia records another #covid19 case raising the total confirmed cases in #ethiopia to 44 the city of dukem sees its first case of #covid19 case the new patient 65 has no travel history and no known contact with confirmed case	INFORMATIVE
ethiopia reports an additional #covid19 case bringing the total confirmed cases in #ethiopia to 44 the city of dukem records its first case the new patient a 65yearold has no travel history or known contact with any confirmed case	INFORMATIVE
also said a hialeah hospital is charging people 150 for testing hes asking ag moody to investigate the pricegouging allegation testing for coronavirus is free in florida gov said	UNINFORMATIVE
also mentioned that a hialeah hospital is charging 150 for tests and hes asking ag moody to look into the pricegouging claim even though the governor said coronavirus testing is free in florida	UNINFORMATIVE
judge are you telling me nobody 0 has recovered from the coronavirus in the dallas county when 101 have recovered in collin county comon man whats the deal mayor	INFORMATIVE
judge are you seriously saying no one in dallas county has recovered from the coronavirus when 101 people have recovered in collin county come on man whats going on mayor	INFORMATIVE
#repost alberta march 19th 330 pm update of covid19 data from alberta health services bookmark view live data at 69 male #covid19 #data #facts #alberta #stats #ahs	UNINFORMATIVE
#repost alberta march 19th 330 pm update on covid19 data from alberta health services bookmark and check the live data here 69 male cases reported #covid19 #data #facts #alberta #stats #ahs	UNINFORMATIVE
glad im not only1 whos not comfortably numb abt addin2natl debt when emotions are highunnecessarily i might add yupcovid19 is a killer but only4mostly elderlythose wunderlying health probswell all get it eventuallymost999 will live	UNINFORMATIVE
relieved im not the only one whos not numb to adding to the national debt when emotions run highunnecessarily i might add yep covid19 is deadly but mainly for the elderly and those with underlying health issues well all get it eventually and most of us999will survive	UNINFORMATIVE
if everyone would stay home for 2 to 4 wks except for emergency personnel infected isolaterecover we could be over this quicker javits center nyc will become 2400 bed covid hospital will relieve local hospitals let allow sick to get well away from at risk family members	UNINFORMATIVE
if everyone stayed home for 2 to 4 weeksexcept for emergency workers the infected and those isolating to recoverwe could get through this faster the javits center in nyc will become a 2400bed covid hospital helping ease the burden on local hospitals and allowing the sick to heal away from vulnerable family members	UNINFORMATIVE
just fear panic really the 5 passenger who were taken to hospital have been released cleared of covid19 theyre now i believe were all healthy here but i 100 support the govt decision to have us self isolate we all need to make sacrifices to beat this	INFORMATIVE
i was really worried at first but the 5 passengers taken to the hospital have been cleared of covid19 and released as far as i know were all healthy now i fully support the governments decision for us to selfisolate we all need to make sacrifices to overcome this	INFORMATIVE
chinas post #coronavirus #car market recovery is harder than you may think a survey of 1992 consumers in china by us firm #jdpower showed that only 263 people plan to buy cars in the next 6 months and 265 people decide to postpone their plans due to the epidemic	UNINFORMATIVE
chinas post#coronavirus #car market rebound may not be as straightforward as it seems according to a survey of 1992 consumers in china by us firm #jdpower only 263 people plan to buy cars in the next six months while 265 have decided to delay their purchase plans due to the pandemic	UNINFORMATIVE
so a cat 5 cyclone blows vanuatu away again no mention on the news cyclone harold a category five storm with 215kmh winds killed 27 people in solomon islands vanuatu home to around 300000 people is already in a state of emergency because of the coronavirus	UNINFORMATIVE
a category 5 cyclone harold with winds reaching 215 kmh has devastated vanuatu once more yet its barely making headlines the storm claimed 27 lives in the solomon islands and vanuatu a nation of about 300000 people is currently under a state of emergency due to the ongoing coronavirus crisis	UNINFORMATIVE
every monday wednesday and friday we will be putting out more data around positive cases and zip codes we will have a new report out tomorrow and please remember the total case number changes everyday as you can see covid19 is impacting us across the city	UNINFORMATIVE
every monday wednesday and friday well be sharing updated data on positive cases and zip codes a new report will be released tomorrow so keep in mind that the total case numbers change daily as you can see covid19 continues to affect communities across the city	UNINFORMATIVE
two attendees at major republican conference attended by pence and pompeo just tested positive for #coronavirus aipac is now urging all other attendees to contact local health authorities #quarantinepence #quarantinepompeo	INFORMATIVE
two participants at a major republican event where pence and pompeo were present have tested positive for #coronavirus aipac is now advising all other attendees to reach out to their local health departments #quarantinepence #quarantinepompeo	INFORMATIVE
physician on msnbc just said he wouldnt advise cancelling a cruise at this time if u r healthy cruise ships r testing passengers as they board i was recently on the amerigilia msc we were thermal tested b4 going on board 2 staff members suspected 2 have covid19	INFORMATIVE
a physician on msnbc said he wouldnt recommend canceling a cruise right now if youre healthycruise ships are testing passengers before boarding i was on the amerigilia msc recently and we went through thermal screening before getting on board two staff members were suspected of having covid19	INFORMATIVE
georgia governor announces rapid drivethru coronavirus testing partnering with cvs in atlanta they should be able to run 1000 tests a day at capacity he says via a press release from his office this morning tests should take about 30 minutes	UNINFORMATIVE
georgias governor announces quick drivethru coronavirus testing in partnership with cvs in atlanta the site could handle up to 1000 tests daily at full capacity according to a press release from his office this morning each test is expected to take around 30 minutes	UNINFORMATIVE
two foreigners test negative for covid19 at ruia hospital in tirupati #ruiahospital #coronavirus #tirupati #andhrapradesh #covid19	INFORMATIVE
two foreign nationals receive negative coronavirus test results at ruia hospital tirupati #ruiahospital #coronavirus #tirupati #andhrapradesh #covid19	INFORMATIVE
day 2 of #covid_19 curfew in uganda got over 100 people arrested for disobedience of despot musevenis has failed practicing #social_distancing with detainees #staysafe	UNINFORMATIVE
on day 2 of the #covid_19 curfew in uganda more than 100 people were arrested for defying orders despot musevenis failure to practice #social_distancing with detainees puts everyone at risk stay safe	UNINFORMATIVE
mainland china had 99 new confirmed cases of coronavirus infections on friday down from 143 cases a day earlier chinas national health commission	INFORMATIVE
on friday mainland china reported 99 new confirmed coronavirus cases a decrease from 143 cases the previous day according to chinas national health commission	INFORMATIVE
how about this if nancy is so concerned and convinced that trump is not responding appropriately in the fight against #coronavirus why is she waiting to impeach him she should do it now immediately why wait and have hundreds die from the virus in the meantime	UNINFORMATIVE
if nancy truly believes trump isnt handling the coronavirus response properly why wait to take action she should move to impeach him right away instead of delaying and risking more lives	UNINFORMATIVE
thank you to exodus homeless outreach teams for preparing and distributing essential care bags services and #covid19 education to our unsheltered neighbors in #nela #team huizar is proud to provide support for their efforts #cd14 #coronavirus #exodusrecovery	UNINFORMATIVE
grateful to the exodus homeless outreach teams for putting together and handing out vital care packages services and #covid19 info to our unhoused neighbors in #nela #teamhuizar is honored to support their work #cd14 #coronavirus #exodusrecovery	UNINFORMATIVE
the 1st minor died of covid19 in nyc over 1000 dead there a treatment has been created by a company here in the bay area and a vaccine exists too they just have to be tested needs to happen quick	INFORMATIVE
the first minor has died from covid19 in nyc with over 1000 deaths there now a treatment developed by a bay area company and a vaccine already existthey just need to be tested this needs to happen fast	INFORMATIVE
in #trumpmeltdown he reckons they did everything right if that was the case the us wouldnt have 24000 recorded deaths from confirmed #covid_19 cases trumps a disgrace hes on record calling covid a hoax ffs	INFORMATIVE
in #trumpmeltdown he claims they did everything rightbut if that were true the us wouldnt have 24000 recorded deaths from confirmed #covid_19 cases trump is a disgrace hes on record calling coronavirus a hoax for crying out loud	INFORMATIVE
here are the latest #coronavirus numbers provided by #marincounty 38 confirmed cases 357 residents tested 672 of people tested have had a positive result more	INFORMATIVE
here are the newest #coronavirus stats from #marincounty 38 confirmed cases 357 residents tested and 672 people in total have tested positive so far	INFORMATIVE
the last patient of the coronavirus in huhan provinceyellow recovered and got discharged its the 8th province that get rid of the #covid2019 in #china	INFORMATIVE
the final coronavirus patient in hubei province has recovered and been discharged its the 8th province to be cleared of #covid2019 in #china	INFORMATIVE
yikes ground stop now in effect all departures stopped for jfk lga ewr due to positive covid19 tests other regional airspace sectors halted through key gates through ny air traffic areas #coronavirus #covid19	UNINFORMATIVE
yikes a ground stop is now in effectdepartures from jfk lga and ewr have been halted due to positive covid19 cases other regional airspace sectors are also paused through key gates in the ny air traffic zones #coronavirus #covid19	UNINFORMATIVE
new zealand level 2 out of 4 now 53 cases in the country this follows news yesterday of 39 cases of covid19 all connected to internatl travel and so far there has been no community transmission seems a bit lax after watching us rapid growth	INFORMATIVE
new zealand has moved to alert level 2 out of 4 with the total number of cases now at 53 this comes after yesterdays report of 39 new covid19 cases all linked to international travel there has been no community transmission so far but it feels a bit relaxed compared to the rapid spread weve seen in the us	INFORMATIVE
they are intentionally keeping this quiet #coronavirusflorida two coronavirus deaths reported in florida two presumptive positive cases reported in broward co	INFORMATIVE
theyre deliberately keeping this under wraps #coronavirusflorida two coronavirus deaths in florida with two presumptive positive cases reported in broward county	INFORMATIVE
congratulations to #southkorea whose #coronavirus death rate is just 1 of those who tested positive italy is 8 iran is 6 and china is 4 us is 2	UNINFORMATIVE
congratulations to #southkorea where the #coronavirus death rate is only 1 among those who tested positiveitaly is at 8 iran 6 china 4 and the us 2	UNINFORMATIVE
thank you its the same virus that i thought i was recovering from not covid19 week 5 of it now such a nuisance as id been super motivated and my wee brain is super engaged and wanting to write the rubbish lungs are demanding rest though biscuits are always a win	UNINFORMATIVE
thanks its the same virus i thought i was getting overnot covid19 week 5 now such a pain id been so motivated and my little brain is all fired up wanting to write but my trash lungs keep insisting on rest at least biscuits are always a plus	UNINFORMATIVE
one of my first times working at the emergency operations center was during the ride the ducks collision we had to find 4 interpreters to explain to people both in seattle overseas that their loved one had died it was the most intense experience of my lifeuntil #covid19	UNINFORMATIVE
one of my earliest shifts at the emergency operations center was during the ride the ducks collision we had to locate four interpreters to help inform people in seattle and abroad that their loved ones had passed away it was the most intense moment of my life until #covid19	UNINFORMATIVE
spain on friday withdrew58000chinesemade coronavirus testing kits on discovering that they had an accuracy rate of just 30 the netherlands which has recorded 771 deaths with more than10000 confirmed cases onsunday recalled 600000 chinese face masks that were alsodefective	INFORMATIVE
spain withdrew 58000 chinesemade coronavirus test kits on friday after finding they were only 30 accurate the netherlands which has seen 771 deaths and over 10000 confirmed cases recalled 600000 defective chinese face masks on sunday	INFORMATIVE
meghan puts on her big boy pants and forbids harry from returning to the uk after his father tests positive for covid19 and the royals are falling apart	INFORMATIVE
meghan takes charge and stops harry from coming back to the uk following his fathers positive covid19 test leaving the royal family in disarray	INFORMATIVE
tiffany pinckney remembers the fear when #covid19 stole her breath so when she recovered the new york city mother became one of the countrys first survivors to donate her blood to help treat other seriously ill patients #plasma	INFORMATIVE
tiffany pinckney recalls the terror she felt when #covid19 took her breath away but after recovering the new york city mom became one of the countrys first survivors to donate her blood in hopes of helping other seriously ill patients #plasma	INFORMATIVE
coronavirus shelter in place order earthquake i think ill look at this beautiful sunset and just breathe #covid19 #shelterinplace #stayhomesavelives #sunsetsmakeitbetter #laketahoe	UNINFORMATIVE
with the coronavirus shelterinplace orders and earthquake alerts i think ill just enjoy this stunning sunset and take a moment to breathe #covid19 #shelterinplace #stayhomesavelives #sunsetsmakeitbetter #laketahoe	UNINFORMATIVE
larry edgeworth a longtime employee of who worked out of the equipment room at the networks 30 rockefeller plaza headquarters in new york city died thursday after testing positive for #coronavirus #covid_19 #coronacrisis	INFORMATIVE
larry edgeworth a longtime employee who worked from the equipment room at the networks 30 rockefeller plaza headquarters in new york city passed away thursday after testing positive for #coronavirus #covid_19 #coronacrisis	INFORMATIVE
#gaza confirms 2 cases of #covidー19 among recent travellers returning from pakistan needless to describe the potential catastrophe brewing here after 13 years of blockade	INFORMATIVE
#gaza reports 2 #covidー19 cases linked to recent travelers back from pakistan the situation could spiral after 13 years of blockade no need to spell out the risks	INFORMATIVE
in #somalia 47 persons were tested for #covid19 yesterday 36 turned out positive thats a massive 78 infection rate the virus is officially upon the african continent	INFORMATIVE
yesterday in #somalia 47 people were tested for #covid19 and 36 came back positivean alarming 78 infection rate the virus has now officially reached the african continent	INFORMATIVE
why are the nigerian authorities hiding names of those positive with #covid19 especially a certain celebrity who they say returned from uk went straight to the amvca award the hugs kisses or selfies with this person im sad how do we help with contacttracing if no name	UNINFORMATIVE
why are nigerian authorities withholding the names of people whove tested positive for #covid19 especially a particular celebrity said to have returned from the uk and then attended the amvca awards they hugged kissed and took selfies with othershow can we effectively do contact tracing without knowing the names	UNINFORMATIVE
maine is trying to ramp up its covid19 testing capacity if it can will it test asymptomatic people who may account for 25 percent of those infected	UNINFORMATIVE
maine is working to increase its covid19 testing capacityif successful will it include asymptomatic individuals who could make up 25 of cases	UNINFORMATIVE
us officials also tried to explain their reasoning for an intense focus on this outbreak which so far has not led to any deaths in the us though it has led to more than 250 in china january 31 2020 #coronavirus real facts matter	INFORMATIVE
us officials attempted to clarify why they placed significant emphasis on this outbreak which has not resulted in any deaths in the us so far but has caused more than 250 fatalities in china as of january 31 2020 #coronavirus real facts matter	INFORMATIVE
more heres a county by county breakdown of the total number of coronavirus cases in ohio as of april 11 2020	UNINFORMATIVE
heres a countybycounty look at the total coronavirus cases in ohio as of april 11 2020	UNINFORMATIVE
hi george nhs england email each day with the trust level mortality data plus the public health england covid tracker for the daily case figures	UNINFORMATIVE
hey george nhs england sends daily emails with trustlevel mortality data and public health englands covid tracker provides the latest case numbers each day	UNINFORMATIVE
a woman in her 30s is the third confirmed covid19 case in cowlitz county and is recovering at home health officials said monday and peacehealth st john medical center said it hopes to offer drivethrough testing once it works out	INFORMATIVE
a woman in her 30s has become the third confirmed case of covid19 in cowlitz county and is currently recovering at home according to health officials on monday peacehealth st john medical center mentioned it aims to provide drivethrough testing once arrangements are finalized	INFORMATIVE
icymi tonights 6ns game at scotstoun has been postponed our first thoughts should be with those affected with covid19 and that they are all been well looked after we wish them a full and speedy recovery	UNINFORMATIVE
the 6ns game tonight at scotstoun has been postponed our thoughts go out to those affected by covid19 and we hope they are receiving proper care and get well soon	UNINFORMATIVE
star wars actor andrew jack dies from coronavirus dialogue coach and star wars actor andrew jack has died in london at age 76 from complications related to the covid19 coronavirus	INFORMATIVE
star wars actor andrew jack who also served as a dialogue coach has passed away in london at the age of 76 due to complications from the covid19 coronavirus	INFORMATIVE
this is so so sad rest in peace adil and amged wonderful men so cruelly taken from their families bbc news coronavirus coming 5000 miles to die for the nhs	UNINFORMATIVE
this is incredibly heartbreaking rest in peace adil and amged two amazing men taken far too soon from their loved ones the bbc reports the coronavirus traveled 5000 miles just to claim lives serving the nhs	UNINFORMATIVE
a makeshift hospital for curing covid19 patients in wuhan c chinas hubei will close on sunday after full disinfection as all patients have been discharged or transferred by saturday afternoon #flyoverchina	UNINFORMATIVE
a temporary hospital in wuhan hubei china set up to treat covid19 patients will shut down on sunday following complete disinfection as all patients were discharged or moved by saturday afternoon #flyoverchina	UNINFORMATIVE
new florida doh just released all of the longterm care facilities with covid19 cases this comes after weeks of refusing to release the names	UNINFORMATIVE
the new florida department of health has just released the list of longterm care facilities with confirmed covid19 cases following weeks of withholding the names	UNINFORMATIVE
a defense contractor working in northern virginia died saturday after testing positive for the coronavirus in what is believed to be the first reported pandemic death of someone affiliated with the department of defense	INFORMATIVE
a defense contractor in northern virginia passed away on saturday following a positive coronavirus test marking what is believed to be the first reported pandemicrelated death of someone connected to the department of defense	INFORMATIVE
chinas alleged overcoming of the coronavirus according to the nyt there are no new coronavirus cases in china except for those brought in from the outside this is a claim not just about wuhan but the whole country	INFORMATIVE
according to the nyt china claims to have overcome the coronavirus with no new cases reported domesticallyonly those brought in from abroadand this assertion covers the entire country not just wuhan	INFORMATIVE
the fear of coronavirus is being used to implement a worldwide military dictatorship albania where i am speaking from is a good case study because soros controls us far more than other countries our cars and bikes have all been taken were starving	UNINFORMATIVE
the fear surrounding coronavirus is being exploited to establish a global military dictatorship albania where im currently speaking from serves as a prime example because soros has significantly more control here than in other countriesweve had all our cars and bikes seized and people are starving	UNINFORMATIVE
if #minimike really cares about this country he would give a billion to nashville to help them recover a billion to fight coronavirus a billion to help veterans a billion to help the homeless a billion for infrastructure it wd not put a dent in his	UNINFORMATIVE
if #minimike truly cares about this country hed donate a billion to nashville for recovery a billion for coronavirus relief a billion to support veterans a billion to help the homeless and a billion for infrastructure it wouldnt even make a dent in his fortune	UNINFORMATIVE
st charles county reported a third case and officials reported a case at a second military base in missouri follow this blog for more updates on the coronavirus through the day	INFORMATIVE
st charles county has confirmed a third case and authorities have reported an additional case at another military base in missouri follow this blog for ongoing updates about the coronavirus throughout the day	INFORMATIVE
want to know how a country could better handle a viral epidemic look to taiwan which despite proximity to china japan has only 45 cases and 1 death from #coronavirus so far thats because they remembered the lessons learned during sars	INFORMATIVE
want to see how a country can effectively manage a viral outbreak look at taiwan despite its close proximity to china and japan it has only reported 45 cases and 1 death from #coronavirus so far thanks to the lessons learned during the sars epidemic	INFORMATIVE
its easter friday time for the coronavirus frankie diaries part ii in which our lord of the 4 string ditches bass notes for soprano in a new lockdown hobby #frankiepoullain #bass #soprano #operatic #opera #lockdown #newskill #thedarkness #easteriscancelled #goodfriday	UNINFORMATIVE
its easter friday time for the coronavirus frankie diaries part ii where our 4string lord trades bass notes for soprano in a fresh lockdown hobby #frankiepoullain #bass #soprano #operatic #opera #lockdown #newskill #thedarkness #easteriscancelled #goodfriday	UNINFORMATIVE
i ought to be unbelievable that after sars avian flu and knowing there would be more pandemics there was a massive stock of masks but there wasnt i suspect down to tory budget cuts criminal #guiltymen #corvid19uk #coronavirus	UNINFORMATIVE
its shocking that despite past outbreaks like sars and avian flu and the clear risk of future pandemics there wasnt a huge stockpile of masks readyprobably due to tory budget cuts absolutely criminal #guiltymen #corvid19uk #coronavirus	UNINFORMATIVE
another week im still alive the way this is taking over nyc any of us can die tomorrow be safe i been saying #millennials we arent immune many new york coronavirus patients are young surprising doctors bloomberg #coronavirus #nyccoronavirus	UNINFORMATIVE
another week and im still here but with how this is spreading in nyc any of us could be gone tomorrow stay safe ive been telling you #millennialswere not immune many coronavirus patients in new york are young and thats shocking doctors #coronavirus #nyccoronavirus	UNINFORMATIVE
hi i live in lee county florida we just had a death here so im guessing its not contained florida announces two coronavirus deaths via	INFORMATIVE
hey im in lee county florida and we just had a death here so im thinking its not contained anymoreflorida announces two coronavirus deaths via	INFORMATIVE
the tacomapierce county health dept friday announced a positive case of covid19 it is 1st case from pierce co dr anthony chen said the patient is a man in his 50s wunderlying health conditions at st anthony hosp in gig harbor	INFORMATIVE
the tacomapierce county health department announced its first confirmed case of covid19 on friday dr anthony chen reported that the patient is a man in his 50s with underlying health conditions currently at st anthony hospital in gig harbor	INFORMATIVE
dont overthink it dont fear itll all be okay with every season we turn #fridaythoughts #coronavirus #recoveryposse	UNINFORMATIVE
dont overanalyze it dont worryeverything will be fine as we move through each season #fridaythoughts #coronavirus #recoveryposse	UNINFORMATIVE
covid19 updates thread number of #covid19india cases have doubled every 5 days in the last 10 days karnataka seals its border with keralas kasargod from today after a man was tested ve for the virus there no takeaway at restaurantshotels in karnataka from today	INFORMATIVE
thread on #covid19india updates cases have doubled every 5 days over the past 10 days karnataka has sealed its border with kasargod in kerala starting today after a man tested positive there no takeaways allowed from restaurants and hotels in karnataka from today onward	INFORMATIVE
thrilled to announce as our president ceo as our vp community investment tonia led community initiatives to positively impact the #dmv most recently our #covid_19 response efforts read more join us in celebrating tonia	UNINFORMATIVE
excited to share that our president ceo has a new vp of community investment tonia who has led impactful community initiatives in the #dmv region especially our recent #covid_19 response efforts read more and help us celebrate tonia	UNINFORMATIVE
josh brown has been sharing the message of hope and recovery since the virus hit health wise and in respect to the markets i love that msg there is recovery from covid and we will get beyond this and get to life as we know it much love	UNINFORMATIVE
josh brown has been spreading a message of hope and recovery since the virus impacted both health and the marketsi really resonate with that theres healing after covid and well move past this getting back to life as we knew it much love	UNINFORMATIVE
another staggering figure is that 173 of #covid19 positivetesting patients in lombardia passed away 173 in green ratio of tests over regional population left axis #modelloveneto #venetocontrotutti	UNINFORMATIVE
another shocking number is that 173 people in lombardia who tested positive for #covid19 have died173 shown in green represents the ratio of tests to the regional population on the left axis #modelloveneto #venetocontrotutti	UNINFORMATIVE
#covid19 could potentially uncover the contribution of family #caregivers in healthcare #campaignforinclusivecare validates their role in the recovery of their love one a reality in many #military #veteran families	UNINFORMATIVE
#covid19 may highlight the vital role of family #caregivers in healthcare as the #campaignforinclusivecare recognizes their impact on loved ones recoveryespecially relevant for many #military and #veteran families	UNINFORMATIVE
detroit and wayne county have more coronavirus deaths than chicago and cook county which are both much larger in population as of saturday chicago 27 million residents had 86 deaths while detroit 670000 residents had 131 deaths	INFORMATIVE
as of saturday detroit and wayne county reported more coronavirus deaths than chicago and cook county despite having a much smaller populationchicagos 27 million residents saw 86 deaths while detroits 670000 residents recorded 131 deaths	INFORMATIVE
#breakingnews a 45 year old healthcare worker is among the two latest cases of covid19 coronavirus in jamaica pushing the national total to 36 additional results received at 900 pm sunday from the national	INFORMATIVE
#breakingnews a 45yearold healthcare worker is one of the two newest confirmed covid19 cases in jamaica bringing the countrys total to 36 additional results came in at 900 pm sunday from the national lab	INFORMATIVE
